spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,217,3811,0.015993507578969002,1.7056601,0.018851899653906472,2-2,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,177,32646,0.013849380426108837,1.4822443,0.019011611521933643,2-2,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,223,15886,0.01673385687172413,1.7834201,0.019170858173999456,2-2,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,205,16646,0.015183825977146626,1.6274847,0.019532363830039437,2-2,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,189,73346,0.014629563316702843,1.5828325,0.019926483688254348,2-2,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,188,34706,0.014845823869109154,1.5981982,0.020095144505077024,2-2,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,170,33946,0.016111189499497414,1.7158635,0.020232858698830316,2-2,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,185,16226,0.01579379104077816,1.7096028,0.021012383063814723,2-2,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,167,15466,0.016425227746367455,1.754833,0.021286317009585436,2-2,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,172,2931,0.016858479008078575,1.8147085,0.02162811100917746,2-2,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,187,15386,0.016870133578777313,1.8022811,0.022286758202288443,2-2,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,169,14626,0.017276262864470482,1.8664982,0.02283134141447679,2-2,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,165,10111,0.016514763236045837,1.8007962,0.02336828621602791,2-2,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,175,7446,0.017829451709985733,1.9261036,0.02369856352652484,2-2,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,164,5071,0.016267133876681328,1.7865149,0.024250689094485474,2-2,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,178,15006,0.01925508864223957,2.0786297,0.025743667571929,2-2,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,171,72586,0.02075900509953499,2.2339392,0.026626163905590135,2-2,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,221,16726,0.02326207607984543,2.4649677,0.026734538249969905,2-2,5.0,20.0,0.0,leaky-relu,,,,
-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,13662,0.021346839144825935,2.298968,0.0271047509960531,2-2,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,58,13604,0.005638315808027983,0.6097284,0.007066952679890446,3-3,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,43,21572,0.0059844511561095715,0.6462743,0.007088755816491833,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,71,49868,0.005725438240915537,0.627099,0.007118972512161714,3-3,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,61,21164,0.005690988153219223,0.61593455,0.007152366889960323,3-3,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,38,12017,0.00612700916826725,0.6646514,0.007180859076570824,3-3,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,62,40484,0.005823065992444754,0.62838256,0.007187078710365359,3-3,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,42,39212,0.005799759645015001,0.6322342,0.007274030551897191,3-3,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,15,34163,0.0060090492479503155,0.6551629,0.0072923740372651084,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,68,31388,0.006103129126131535,0.6655055,0.007300577653034257,3-3,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,44,40892,0.005693692713975906,0.6191307,0.007332167931052089,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,65,20993,0.00586286373436451,0.63830817,0.007346195291148585,3-3,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,157,16448,0.005562826991081238,0.6070006,0.007357542899345005,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,17,35843,0.005831435788422823,0.6290198,0.0073832159836422105,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,64,18473,0.005960867740213871,0.648647,0.007410080122914846,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,69,48188,0.005916649010032415,0.64694554,0.0074249926974547095,3-3,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,63,79124,0.006297021172940731,0.67446095,0.007425834897733355,3-3,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,76,41756,0.005837013944983482,0.63965774,0.007425885113173378,3-3,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,78,66956,0.005817917641252279,0.63876987,0.0074267982400926195,3-3,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,30,12977,0.005881354212760925,0.63736385,0.007443633250817375,3-3,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,50,30572,0.005826613400131464,0.64022267,0.007493710871328905,3-3,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,128,8159,0.006038558203727007,0.65703976,0.00752313913607117,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,27,76931,0.005854262970387936,0.64460146,0.007527761147342208,3-3,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,48,25217,0.00592099828645587,0.6500958,0.007558304025059186,3-3,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,54,87692,0.005962200462818146,0.65496266,0.007602728017211849,3-3,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,162,48272,0.0057906704023480415,0.6380252,0.00764408866144655,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,81,107276,0.00591827929019928,0.6495954,0.007668858505179365,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,70,30548,0.006059217732399702,0.65506315,0.007674569140481483,3-3,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,53,49052,0.00598196079954505,0.6546369,0.007691896720635407,3-3,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,52,29732,0.005960072390735149,0.65456045,0.007720976950094584,3-3,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,105,17708,0.005913799162954092,0.6506936,0.0077434222576232585,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,147,11127,0.005879211239516735,0.6470038,0.007755568968498924,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,26,38291,0.006202402990311384,0.6786095,0.0078004524351961875,3-3,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,100,3275,0.006173126865178347,0.6678165,0.007810671832716154,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,77,50156,0.0057715182192623615,0.6364751,0.007825484884344014,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,72,88508,0.0064866673201322556,0.70419824,0.007832017097228479,3-3,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,4,7739,0.0065224687568843365,0.7028922,0.00784030962183151,3-3,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,156,17927,0.005558543838560581,0.61004597,0.00784529706655213,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,79,49316,0.005984378978610039,0.65783715,0.007887406199451,3-3,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,49,22172,0.005936276167631149,0.6543151,0.007914897022731914,3-3,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,33,35132,0.00620569521561265,0.6709947,0.007916251456815878,3-3,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,80,68636,0.005885505583137274,0.6482663,0.007920208183786135,3-3,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,133,12800,0.006142204161733389,0.6682825,0.007921293962372107,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,51,47372,0.005909032188355923,0.6513543,0.007976216821268567,3-3,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,20,9416,0.006075847893953323,0.66803855,0.007984371884227823,3-3,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,59,22004,0.005967130418866873,0.64998776,0.008014875497636824,3-3,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,129,10607,0.005846878048032522,0.6442541,0.008023724904793222,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,153,41472,0.005965106189250946,0.6560985,0.00810777447548781,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,152,22704,0.006152951158583164,0.67343825,0.008112911389382313,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,101,4499,0.005780186504125595,0.63293386,0.008118036538189035,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,149,13728,0.006801882293075323,0.73717165,0.008152473500682185,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,41,22412,0.006680078338831663,0.72472644,0.008171106920817312,3-3,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,45,79532,0.006806705147027969,0.7389003,0.008246278822236944,3-3,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,66,26033,0.005970345810055733,0.65314406,0.008254081124395306,3-3,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,102,6947,0.005888736806809902,0.6490107,0.008319926884691228,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,143,18304,0.006266831886023283,0.6853059,0.008383892755889159,3-3,,,,,5.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,13,8963,0.006992508191615343,0.7586,0.008412275464173294,3-3,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,21,14456,0.006020212545990944,0.6648655,0.008432330278232758,3-3,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,134,22184,0.006219072267413139,0.6832318,0.00862817399089808,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,22,11411,0.006031576078385115,0.6673016,0.008645032376622135,3-3,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,11,6968,0.006600033957511187,0.7192684,0.008655598952579845,3-3,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,16,16523,0.00632843840867281,0.69322896,0.008684113291039882,3-3,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,12,12008,0.007170475088059902,0.7784821,0.008743671005991962,3-3,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,57,16649,0.0067340354435145855,0.7338694,0.008754597664953541,3-3,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,93,6207,0.0066590034402906895,0.7299579,0.008876582095053081,3-3,,,,,2.0,40.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,32,18332,0.0070495991967618465,0.76685494,0.008896684936807587,3-3,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,34,17492,0.007158164866268635,0.77999353,0.00891380400663159,3-3,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,25,18971,0.006461802404373884,0.7077882,0.008942374974729873,3-3,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,82,1795,0.00685060815885663,0.74578196,0.008951579121318748,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,126,38192,0.006373605690896511,0.70201266,0.008961187101418853,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,5,16139,0.0071014524437487125,0.7730813,0.00905548630375091,3-3,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,112,4408,0.006371241062879562,0.700992,0.00906911843378852,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,122,10448,0.006653692107647657,0.72839993,0.009069618239444813,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,108,37292,0.006752533372491598,0.7349498,0.009096670545557028,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,47,20177,0.006631791125983,0.7282946,0.009124052537330491,3-3,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,148,9648,0.007064201403409243,0.76774293,0.00913366509554509,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,86,8068,0.006035994738340378,0.6692095,0.009152424687000412,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,120,7847,0.006628021132200956,0.7289271,0.009169213887311683,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,132,21368,0.006398581434041262,0.70639753,0.009172285883411707,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,159,28688,0.0071318489499390125,0.7790594,0.00921283192142783,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,99,36552,0.006492855027318001,0.7147273,0.009242924490285952,3-3,,,,,2.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,55,9089,0.007187034003436565,0.7798655,0.009282991531667558,3-3,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,18,74483,0.0076887900941073895,0.8316911,0.009283106748742588,3-3,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,150,21888,0.006455746944993734,0.7127364,0.009354113742482005,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,124,10040,0.006898466497659683,0.7524856,0.009381461338324723,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,155,15479,0.007592465728521347,0.8223146,0.009401496897952064,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,136,3055,0.00660113338381052,0.7243692,0.009427371958507206,3-3,,,,,5.0,20.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,96,16968,0.006568278651684523,0.7253854,0.009445706539812856,3-3,,,,,2.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,110,3439,0.006832013837993145,0.75102013,0.009458155507779332,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,115,8080,0.006742861121892929,0.74058485,0.009469211658120123,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,67,22988,0.006061072926968336,0.6713907,0.009503532184246117,3-3,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,95,8808,0.006892314180731773,0.7556316,0.009528384169294885,3-3,,,,,2.0,40.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,125,19424,0.0069219619035720825,0.7592599,0.009589726325702996,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,161,29504,0.006932334043085575,0.76066685,0.009607425444443906,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,118,4175,0.007006589323282242,0.76497585,0.009610398248237935,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,119,5399,0.007259585428982973,0.7906449,0.009624290691218406,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,142,8920,0.00702501367777586,0.7679606,0.009650533827637149,3-3,,,,,5.0,20.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,87,16228,0.006575229577720165,0.72661287,0.009729898936887766,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,14,17363,0.007308286149054766,0.79830587,0.009773795241697966,3-3,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,88,7660,0.007390809245407581,0.7990801,0.009781285856436592,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,89,17044,0.007453081198036671,0.8134647,0.009829840900554289,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,97,8400,0.00706022884696722,0.77640486,0.009863603345880595,3-3,,,,,2.0,40.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,131,13208,0.007045858073979616,0.77518225,0.009877333023744458,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,24,36611,0.007375529035925865,0.80770004,0.009893786723337175,3-3,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,141,17488,0.006702115759253502,0.7415387,0.009903991480305099,3-3,,,,,5.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,160,20120,0.006673771888017654,0.7389011,0.009905486378237351,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,73,37241,0.0071427118964493275,0.7832367,0.009965490853112557,3-3,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,36,75452,0.007219861261546612,0.7907873,0.00996694513673096,3-3,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,123,18608,0.006882057059556246,0.75868374,0.009969305705637354,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,37,9497,0.00778961181640625,0.8445071,0.010005848033636308,3-3,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,154,14255,0.007585044018924236,0.82342786,0.010011553604655644,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,146,8679,0.008020508103072643,0.8664822,0.010025397094929405,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,116,17464,0.008123381063342094,0.8819226,0.010105157537491876,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,85,3988,0.006945462431758642,0.76609445,0.010118097806655074,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,151,13320,0.007522037252783775,0.8212452,0.010118476407464019,3-3,,,,,5.0,40.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,113,8488,0.007810988463461399,0.8506245,0.010143116479468268,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,75,44801,0.006949284579604864,0.76799536,0.010147706708881564,3-3,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,114,16648,0.007575198542326689,0.82903135,0.010200049676398723,3-3,,,,,3.0,20.0,0.0,leaky-relu
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,168,32266,0.006935866549611092,0.76704866,0.010253060042001083,3-3,2.0,20.0,0.0,leaky-relu,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,135,40952,0.00698033906519413,0.77082515,0.010267826902884308,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,83,3019,0.006821590941399336,0.7559856,0.010276641504725858,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,111,5887,0.007512521930038929,0.8228914,0.010316046325486133,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,104,9548,0.006993246264755726,0.7751008,0.010343696365314632,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,35,36812,0.007353584747761488,0.8082847,0.010348935513678421,3-3,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,107,18524,0.00733622070401907,0.80363005,0.010419045497364526,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,121,6368,0.007683552801609039,0.840866,0.01042470848208845,3-3,,,,,3.0,40.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,117,36232,0.006803247146308422,0.75613457,0.010559496154822864,3-3,,,,,3.0,20.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,56,11609,0.008183181285858154,0.8896118,0.0105698205663534,3-3,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,106,9140,0.007677690591663122,0.84084153,0.010572845179816943,3-3,,,,,2.0,60.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,74,39761,0.007133516017347574,0.79001176,0.010591933380781146,3-3,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,84,5467,0.006683098617941141,0.74471414,0.010629115731909859,3-3,,,,,2.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,130,9128,0.007517288904637098,0.8274438,0.010630341998189205,3-3,,,,,3.0,60.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,158,20528,0.008560141548514366,0.9240833,0.01065242446247042,3-3,,,,,5.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,94,4728,0.007506886031478643,0.8275468,0.010653719755834993,3-3,,,,,2.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,137,4279,0.007748770527541637,0.85017365,0.010688380112001537,3-3,,,,,5.0,20.0,0.0,leaky-relu
