spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,11,6968,0.0097954310476779,1.0639659,0.015165189244151,4-4,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,95,8808,0.0102270785719156,1.1049081,0.0153082128230937,4-4,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,3,10784,0.0098202535882592,1.0671774,0.0153382283870877,4-4,5.0,5.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,222,33526,0.0120307374745607,1.2986408,0.0155182367697295,4-4,10.0,5.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,18,74483,0.0093171065673232,1.013623,0.0155186901555321,4-4,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,97,8400,0.0100805209949612,1.091824,0.0155307780597425,4-4,,,,,,,,,
False,True,,,,,,,,,,230,20766,0.0129037536680698,1.3859897,0.015604804256708,4-4,10.0,3.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,203,17486,0.0119255715981125,1.2862476,0.0156524926696892,4-4,10.0,3.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,232,19926,0.01161839812994,1.2563449,0.0156753713451175,4-4,15.0,2.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,221,16726,0.0136136133223772,1.456475,0.0157043428120793,4-4,10.0,3.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,131,13208,0.0094710607081651,1.029363,0.0157315460463878,4-4,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,121,6368,0.0102148540318012,1.1081996,0.0157656107659436,4-4,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,140,9328,0.009990856051445,1.0818931,0.0157791612825636,4-4,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,42,39212,0.00949312094599,1.0357673,0.0157889153936357,4-4,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,34,17492,0.0104614486917853,1.1352305,0.015790929078966,4-4,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,115,8080,0.0099740326404571,1.0848472,0.0158428423559122,4-4,,,,,,,,,
False,True,,,,,,,,,,206,35966,0.0125896073877811,1.3510361,0.01585609927196,4-4,15.0,3.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,209,9491,0.0111124962568283,1.198581,0.0158697705877416,4-4,5.0,3.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,82,1795,0.0103108240291476,1.1143372,0.0158737276857013,4-4,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,148,9648,0.0112396739423275,1.2133226,0.0158844818640776,4-4,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,44,40892,0.0092620896175503,1.0101651,0.0159621630077722,4-4,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,,,,,73,37241,0.0099258115515112,1.077132,0.0159936923001936,4-4,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,112,4408,0.0099501926451921,1.0818014,0.0160244140190851,4-4,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,39,17057,0.0095068151131272,1.0354831,0.0161013658495702,4-4,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,116,17464,0.0092007387429475,1.0038313,0.0161187269299745,4-4,,,,,,,,,
False,True,,,,,,,,,,233,39246,0.0127252526581287,1.3717408,0.016197437279315,4-4,15.0,3.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,157,16448,0.0091111585497856,0.99526,0.0162350172352606,4-4,,,,,,,,,
False,True,,,,,,,,,,210,14531,0.0114735662937164,1.2413738,0.0163788272877711,4-4,5.0,5.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,67,22988,0.0117061007767915,1.2654507,0.0165830414203734,4-4,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,14,17363,0.011233183555305,1.2204962,0.0165857334267032,4-4,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,12,12008,0.0096961027011275,1.057919,0.0167696920688638,4-4,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,94,4728,0.0105583267286419,1.1486492,0.0167882534012312,4-4,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,142,8920,0.0110083296895027,1.1880847,0.016866456081702,4-4,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,41,22412,0.0097782909870147,1.0668715,0.016907962176371,4-4,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,66,26033,0.0099435104057192,1.086306,0.0169843594357231,4-4,5.0,5.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,201,12131,0.0126176942139863,1.3588009,0.0169931040850978,4-4,5.0,5.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,62,40484,0.0100820790976285,1.0978342,0.0169978501281542,4-4,15.0,3.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,219,11371,0.0138776823878288,1.492736,0.0170185714632287,4-4,5.0,5.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,113,8488,0.0120586650446057,1.3055174,0.0170701995413226,4-4,,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,154,14255,0.0112383849918842,1.2233214,0.0171053033114245,4-4,,,,,,,,,
True,True,5.0,5.0,8.0,0.0,sin,,,,,19,9416,0.013044066727161407,1.4103590250015259,0.017119802034051605,4-4,5.0,3.0,8.0,0.0,sin,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,72,88508,0.0101550193503499,1.1058687,0.0171733400282429,4-4,15.0,5.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,185,16226,0.0133415823802351,1.4315825,0.0172893375657329,4-4,10.0,3.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,sin,,,,,17,30572,0.014831410720944405,1.581254005432129,0.017359005304450677,4-4,10.0,3.0,15.0,0.0,sin,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,137,4279,0.0124538773670792,1.3513393,0.0173861439129818,4-4,,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,16,16523,0.0123089356347918,1.3315773,0.0175535838688905,4-4,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,32,18332,0.0117841325700283,1.2792106,0.017620253082104,4-4,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,71,49868,0.0111704748123884,1.213545,0.0176248971236681,4-4,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,8,34619,0.0121135404333472,1.3175846,0.0176389233860373,4-4,15.0,3.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,193,7486,0.0134750800207257,1.4482355,0.0176543933930867,4-4,10.0,2.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu,139,5248,0.0103115569800138,1.1242796,0.0176712531209399,4-4,,,,,,,,,
False,True,,,,,,,,,,200,7091,0.0120543232187628,1.307622,0.0177443077967069,4-4,5.0,3.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,217,3811,0.0135048134252429,1.4525604,0.0178432585911426,4-4,5.0,2.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,70,30548,0.0122982924804091,1.3288845,0.0179419556485758,4-4,15.0,2.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,174,10491,0.012053738348186,1.3065596,0.0179597746030603,4-4,5.0,5.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,31,9932,0.0148744229227304,1.5906751,0.0181041063204527,4-4,10.0,2.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,216,77006,0.0134571231901645,1.4577112,0.0182098840336074,4-4,15.0,5.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,36,75452,0.0105158761143684,1.1512636,0.0182381095159672,4-4,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,57,16649,0.0109057119116187,1.1832399,0.0182818402331083,4-4,5.0,5.0,8.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,35,36812,0.0128356711938977,1.3858757,0.0184754023505265,4-4,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,83,3019,0.0128347165882587,1.3943032,0.0185127144323597,4-4,,,,,,,,,
False,True,,,,,,,,,,207,74606,0.0128163313493132,1.3925468,0.0185557995638626,4-4,15.0,5.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,196,15046,0.0151013294234871,1.6124498,0.0186219189446813,4-4,15.0,2.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,85,3988,0.0131213860586285,1.4183258,0.0187737208996164,4-4,,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,122,10448,0.0141637772321701,1.524825,0.0188117586599505,4-4,,,,,,,,,
False,True,,,,,,,,,,215,38366,0.0137964747846126,1.4876875,0.0188632579328559,4-4,15.0,3.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,45,79532,0.0116686057299375,1.2732162,0.0189209099738793,4-4,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu,88,7660,0.0118958642706274,1.2927002,0.0189668213461925,4-4,,,,,,,,,
False,True,,,,,,,,,,235,14291,0.0141353337094187,1.5292138,0.0190025544163572,4-4,5.0,2.0,8.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,204,34286,0.0134282857179641,1.4516052,0.0190286039618087,4-4,10.0,5.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,218,6331,0.0158179439604282,1.677239,0.0190671757749094,4-4,5.0,3.0,8.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,145,7455,0.0125624788925051,1.3659296,0.0190741485480743,4-4,,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,130,9128,0.0123718567192554,1.3476765,0.0191139950692053,4-4,,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,30,12977,0.0133649101480841,1.451832,0.0192799320930271,4-4,5.0,5.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,211,11486,0.0151253370568156,1.6203078,0.0192917451538571,4-4,10.0,2.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,40,14012,0.01399961207062,1.5051069,0.0193647026485807,4-4,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,10.0,5.0,15.0,0.0,sin,,,,,20,20177,0.015854455530643463,1.697577953338623,0.019579222742503195,4-4,5.0,3.0,8.0,0.0,sin,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,58,13604,0.0127567565068602,1.3857039,0.0196564306143682,4-4,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,15,34163,0.0133597757667303,1.4555614,0.019716600018681,4-4,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,40.0,0.0,leaky-relu,151,13320,0.0117330122739076,1.2798198,0.0198983085486892,4-4,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,38,12017,0.0132651505991816,1.4435068,0.019948789295114,4-4,5.0,3.0,8.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,61,21164,0.012274894863367,1.333598,0.0200131365402085,4-4,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,133,12800,0.0117581328377127,1.2799702,0.0200282171061566,4-4,,,,,,,,,
False,True,,,,,,,,,,198,73006,0.0125165963545441,1.367945,0.0202538519642929,4-4,15.0,5.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,208,6971,0.0139350472018122,1.5047728,0.0204544906870603,4-4,5.0,2.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,194,15886,0.0127758560702204,1.3827924,0.020588501078658,4-4,10.0,3.0,15.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,5.0,60.0,0.0,leaky-relu,160,20120,0.0120355132967233,1.3153322,0.0206721235961429,4-4,,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,60,38804,0.0123697174713015,1.3487678,0.0208097186834477,4-4,10.0,5.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,187,15386,0.0146699706092476,1.5929327,0.020847744601475,4-4,15.0,2.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,212,19886,0.0164633113890886,1.758581,0.0208913483026374,4-4,10.0,3.0,15.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu,127,6935,0.0139429066330194,1.5213658,0.0210073504656915,4-4,,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,106,9140,0.014567076228559,1.5794201,0.0213253614601126,4-4,,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,37,9497,0.0134141966700553,1.4573479,0.0215315321568073,4-4,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,33,35132,0.0147011503577232,1.5953746,0.0217001359962025,4-4,10.0,5.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,186,33026,0.0158867686986923,1.7173314,0.021945890044942,4-4,10.0,5.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,197,34366,0.0157530400902032,1.6901712,0.022000714771776,4-4,15.0,3.0,23.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,63,79124,0.0146817807108163,1.5925093,0.0220243362791918,4-4,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,103,5468,0.013883352279663,1.5124525,0.0221797101712522,4-4,,,,,,,,,
False,True,,,,,,,,,,202,9086,0.0163097400218248,1.7621344,0.0222264062095772,4-4,10.0,2.0,15.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,64,18473,0.0178243946284055,1.9069657,0.0229869922261957,4-4,5.0,2.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,184,7826,0.0175359640270471,1.8946258,0.0230051055126938,4-4,10.0,2.0,15.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,165,10111,0.0178696997463703,1.9160231,0.0233912694977772,4-4,5.0,5.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,9,73259,0.0152503186836838,1.6557661,0.023528388492693,4-4,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,59,22004,0.0158978477120399,1.7349385,0.0235743291116673,4-4,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,17,35843,0.0185932870954275,2.0079002,0.0236931040635872,4-4,15.0,3.0,23.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,189,73346,0.015575218014419,1.6922243,0.0239211121693843,4-4,15.0,5.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,176,15846,0.0179725531488657,1.9382719,0.0243617809309846,4-4,10.0,3.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,220,8326,0.0172362569719553,1.8713305,0.0243717590035794,4-4,10.0,2.0,15.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,192,10531,0.0145069090649485,1.5786769,0.0243744087051999,4-4,5.0,5.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,178,15006,0.0181951839476823,1.9500984,0.0245365040784237,4-4,15.0,2.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,56,11609,0.0176530163735151,1.9158583,0.0245640925147924,4-4,5.0,3.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,183,10871,0.0181821938604116,1.9620879,0.0246295999116192,4-4,5.0,5.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,179,34326,0.0219943840056657,2.3407423,0.0248136037848573,4-4,15.0,3.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu,91,2535,0.0217845179140567,2.3364453,0.0254057245564554,4-4,,,,,,,,,
False,True,,,,,,,,,,214,19046,0.0178679954260587,1.9159853,0.0255534824796724,4-4,15.0,2.0,23.0,0.0,leaky-relu,3.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,171,72586,0.0208240766078233,2.249933,0.0255571940088469,4-4,15.0,5.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,199,4571,0.0160041078925132,1.7339505,0.0258449498110537,4-4,5.0,2.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,191,5491,0.018769396468997,2.007286,0.0259529182287616,4-4,5.0,3.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,28,5417,0.0189610477536916,2.052243,0.0260391503598521,4-4,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,124,10040,0.0201119277626276,2.1702328,0.0268529576514746,4-4,,,,,,,,,
False,True,,,,,,,,,,166,7066,0.0198900084942579,2.1427538,0.0272545679989936,4-4,10.0,2.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,4,7739,0.0178369432687759,1.9469371,0.027337005328363,4-4,10.0,2.0,15.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,224,35206,0.0244938749819993,2.5935543,0.0275996086249372,4-4,15.0,3.0,23.0,0.0,leaky-relu,5.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,180,72966,0.0210092924535274,2.234439,0.0277632954159686,4-4,15.0,5.0,23.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,163,2551,0.017456404864788,1.88892,0.027765255638662,4-4,5.0,2.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,1,3224,0.0234233252704143,2.5091207,0.0277945387263477,4-4,5.0,2.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,167,15466,0.0205854997038841,2.2264023,0.0281533021466673,4-4,10.0,3.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,170,33946,0.023914448916912,2.5314808,0.0286152329202414,4-4,15.0,3.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,205,16646,0.0208199489861726,2.2553701,0.0286438533295544,4-4,15.0,2.0,23.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,172,2931,0.0215902030467987,2.3088346,0.028723541683397,4-4,5.0,2.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,190,2971,0.0218426045030355,2.3392122,0.0289054470981747,4-4,5.0,2.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,182,5831,0.0186012405902147,2.021176,0.0289456815412936,4-4,5.0,3.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
False,True,,,,,,,,,,175,7446,0.0173731800168752,1.8742787,0.0290495055271717,4-4,10.0,2.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
-1,-1,-1.0,-1.0,-1.0,-1.0,-1,,,,,-1,13662,0.0254408940672874,2.7121847,0.0293050565819035,4-4,-1.0,-1.0,-1.0,-1.0,-1,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,,,,,13,8963,0.0200849696993827,2.1914845,0.030281883838078,4-4,10.0,2.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,2,5744,0.0234032664448022,2.5201828,0.030348085845016,4-4,5.0,3.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,181,3311,0.0244456473737955,2.6348078,0.0306656278982105,4-4,5.0,2.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,55,9089,0.0242136195302009,2.5711718,0.030849742404582,4-4,5.0,2.0,8.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu,100,3275,0.0271265525370836,2.9360652,0.0328573248580101,4-4,,,,,,,,,
False,True,,,,,,,,,,188,34706,0.0247357506304979,2.6740632,0.0329718035034172,4-4,15.0,3.0,23.0,0.0,leaky-relu,2.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,29,7937,0.0208823941648006,2.2771604,0.0340042790409448,4-4,5.0,3.0,8.0,0.0,leaky-relu,,,,
False,True,,,,,,,,,,168,32266,0.0262436065822839,2.8304386,0.0362695237341006,4-4,10.0,5.0,15.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,164,5071,0.0223066564649343,2.3932157,0.0366590017574909,4-4,5.0,3.0,8.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
False,True,,,,,,,,,,177,32646,0.0266326200217008,2.8527722,0.0378234695845735,4-4,10.0,5.0,15.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
False,True,,,,,,,,,,173,5451,0.030932892113924,3.3177428,0.0390587015093264,4-4,5.0,3.0,8.0,0.0,leaky-relu,2.0,40.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,40.0,0.0,leaky-relu,118,4175,0.0337868630886077,3.6022682,0.0400807320851086,4-4,,,,,,,,,
False,True,,,,,,,,,,169,14626,0.033889040350914,3.65325,0.0451866747029245,4-4,15.0,2.0,23.0,0.0,leaky-relu,2.0,20.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,3.0,20.0,0.0,leaky-relu,109,2215,0.0343069583177566,3.6445208,0.0461513874182496,4-4,,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,5,16139,0.0348497107625007,3.7506516,0.0469708704063707,4-4,10.0,3.0,15.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,,,,,7,15299,0.0887324139475822,9.417521,0.1079597057316704,4-4,15.0,2.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,,,,,44,40892,0.0047606420703232,0.5187006,0.0076525636775427,5-5,15.0,3.0,23.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,,,,,36,75452,0.0044881319627165,0.49149442,0.0077390902877901,5-5,15.0,5.0,23.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,,,,,60,38804,0.0046842494048178,0.51289916,0.0077680772077775,5-5,10.0,5.0,15.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,,,,,72,88508,0.0045103710144758,0.49540275,0.0077894266369933,5-5,15.0,5.0,23.0,0.0,leaky-relu,,,,
